,Number,PosNum,NegNum,AUC,95% CIs,Std,AUC-PR,Cutoff,MCC,Acc,Youden Index,Sen,Spe,PPV,NPV
Mean_PCA_KW_5_SVM,672,336,336,0.8771,[0.8504-0.9038],0.0136,0.8310,0.4686,0.6354,0.8170,0.6339,0.8512,0.7827,0.7967,0.8403
Mean_PCA_KW_5_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_6_SVM,672,336,336,0.9047,[0.8813-0.9280],0.0119,0.8715,0.4064,0.7233,0.8557,0.7113,0.9464,0.7649,0.8010,0.9345
Mean_PCA_KW_6_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_7_SVM,672,336,336,0.9069,[0.8839-0.9299],0.0117,0.8793,0.5226,0.7089,0.8542,0.7083,0.8750,0.8333,0.8400,0.8696
Mean_PCA_KW_7_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_8_SVM,672,336,336,0.9101,[0.8877-0.9325],0.0114,0.8841,0.4358,0.7199,0.8571,0.7143,0.9196,0.7946,0.8175,0.9082
Mean_PCA_KW_8_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_9_SVM,672,336,336,0.9156,[0.8936-0.9376],0.0112,0.8835,0.4358,0.7379,0.8661,0.7321,0.9286,0.8036,0.8254,0.9184
Mean_PCA_KW_9_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_10_SVM,672,336,336,0.9174,[0.8958-0.9389],0.0110,0.8930,0.4929,0.7368,0.8676,0.7351,0.9018,0.8333,0.8440,0.8946
Mean_PCA_KW_10_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_11_SVM,672,336,336,0.9174,[0.8958-0.9389],0.0110,0.8930,0.4929,0.7368,0.8676,0.7351,0.9018,0.8333,0.8440,0.8946
Mean_PCA_KW_11_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_12_SVM,672,336,336,0.9174,[0.8958-0.9389],0.0110,0.8930,0.4929,0.7368,0.8676,0.7351,0.9018,0.8333,0.8440,0.8946
Mean_PCA_KW_12_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_13_SVM,672,336,336,0.9198,[0.8984-0.9412],0.0109,0.8956,0.4909,0.7603,0.8780,0.7560,0.9315,0.8244,0.8414,0.9233
Mean_PCA_KW_13_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_14_SVM,672,336,336,0.9245,[0.9035-0.9455],0.0107,0.8990,0.4735,0.7788,0.8869,0.7738,0.9435,0.8304,0.8476,0.9362
Mean_PCA_KW_14_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_15_SVM,672,336,336,0.9296,[0.9095-0.9496],0.0102,0.9057,0.5265,0.7745,0.8869,0.7738,0.9077,0.8661,0.8714,0.9037
